Sample	# Sequence ID	Num	Score	Expected	Template_length	Query_Coverage	Template_Coverage	Depth	tot_query_Coverage	tot_template_Coverage	tot_depth	q_value	p_value	Accession Number	Description	TAXID	Taxonomy	TAXID Species	Species
Q0003_BC00106	GCF_003030085.1	23581	13692263	479	121114	   84.03	   82.68	  113.05	   84.03	   82.68	  113.05	13690825.61	1.0e-26	NZ_CP028165.1	Staphylococcus aureus strain CFSAN064037 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0052_BH0034	GCF_900004855.1	8116	1365928	13	120348	   94.63	   96.31	   11.35	   94.63	   96.31	   11.35	1365887.68	1.0e-26	NZ_LN854556.1	Staphylococcus aureus strain BB155 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00214	GCF_003956025.1	3200	8397	4724	112225	    0.04	    1.96	    0.07	    1.37	    3.19	    2.84	 1028.07	1.0e-26	NZ_CP033735.1	Staphylococcus cohnii strain FDAARGOS_538 chromosome, complete genome	29382	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus cohnii	29382	Staphylococcus cohnii
Q0003_MC00214	GCF_007859575.1	8358	21307	4975	116470	    0.09	    1.08	    0.18	   16.55	   18.78	   33.08	10147.95	1.0e-26	NZ_CP042286.1	Staphylococcus argenteus strain B3-25B chromosome, complete genome	985002	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus argenteus	985002	Staphylococcus argenteus
Q0003_MC00214	GCF_013307005.1	3154	35798	40	1979	    0.15	    9.35	   18.09	    0.18	   14.45	   21.07	35676.23	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00214	GCF_008619935.1	21485	232753	5147	122381	    1.00	    1.11	    1.90	   82.18	   85.24	  156.30	217755.62	1.0e-26	NZ_AP020318.1	Staphylococcus aureus KUH180038 DNA, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00214	GCF_003186105.1	10079	21656008	208	121645	   93.05	   97.95	  178.03	   93.05	   97.95	  178.03	21655383.64	1.0e-26	NZ_CP029629.1	Staphylococcus aureus strain MOK063 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0047_TC0201	GCF_906464895.1	1229	7801	0	71	    0.32	   43.28	  109.87	    0.32	   43.28	  109.87	 7800.11	1.0e-26	NZ_OD940427.1	Enterococcus faecalis isolate WE0851 chromosome contig000006	1351	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus faecalis	1351	Enterococcus faecalis
R0047_TC0201	GCF_900636695.1	12639	30730	524	123209	    1.25	    1.28	    0.25	   78.49	   81.88	   15.62	29191.21	1.0e-26	NZ_LR134305.1	Staphylococcus aureus strain NCTC1803 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0047_TC0201	GCF_000009005.1	7270	52881	510	119214	    2.16	    2.20	    0.44	   74.55	   79.20	   15.33	51367.58	1.0e-26	NC_007622.1	Staphylococcus aureus RF122 complete genome	273036	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus; Staphylococcus aureus RF122	1280	Staphylococcus aureus
R0047_TC0201	GCF_018093065.1	17498	138920	497	120090	    5.67	    5.89	    1.16	   77.35	   81.33	   15.79	137434.80	1.0e-26	NZ_CP070991.1	Staphylococcus aureus strain CBS2016-05 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0047_TC0201	GCF_003030085.1	23581	1940067	87	121114	   79.14	   82.51	   16.02	   79.14	   82.51	   16.02	1939805.16	1.0e-26	NZ_CP028165.1	Staphylococcus aureus strain CFSAN064037 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0047_DADST030	GCF_009769125.1	20679	8055	526	103815	    0.29	    2.16	    0.08	   11.43	   69.93	    3.08	 6603.64	1.0e-26	NZ_CP043847.1	Staphylococcus epidermidis strain NCCP 16828 chromosome, complete genome	1282	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus epidermidis	1282	Staphylococcus epidermidis
R0047_DADST030	GCF_002850315.1	20846	17113	563	112170	    0.61	    4.05	    0.15	   11.06	   62.35	    2.76	15493.95	1.0e-26	NZ_CP013943.1	Staphylococcus epidermidis strain DAR1907 chromosome, complete genome	1282	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus epidermidis	1282	Staphylococcus epidermidis
R0047_DADST030	GCF_009913115.1	6541	40796	610	121630	    1.46	    1.01	    0.34	   57.38	   66.97	   13.21	39001.54	1.0e-26	NZ_CP047803.1	Staphylococcus aureus strain UP_1097 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0047_DADST030	GCF_014334295.1	15068	282986	471	103657	   10.11	   72.30	    2.73	   12.00	   74.04	    3.24	281574.35	1.0e-26	NZ_CP060528.1	Staphylococcus epidermidis strain LM087 chromosome, complete genome	1282	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus epidermidis	1282	Staphylococcus epidermidis
R0047_DADST030	GCF_009912855.1	22699	2247658	100	120478	   80.30	   97.34	   18.66	   80.30	   97.34	   18.66	2247357.73	1.0e-26	NZ_CP047843.1	Staphylococcus aureus strain UP_620 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00215	GCF_003186125.1	14482	287135	8480	122698	    0.69	    1.43	    2.34	   68.08	   92.04	  232.22	262665.75	1.0e-26	NZ_CP029627.1	Staphylococcus aureus strain MOK042 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00215	GCF_906464895.1	1229	327596	4	71	    0.78	   44.78	 4614.03	    0.78	   44.78	 4614.03	327581.88	1.0e-26	NZ_OD940427.1	Enterococcus faecalis isolate WE0851 chromosome contig000006	1351	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus faecalis	1351	Enterococcus faecalis
Q0003_MC00215	GCF_013836525.1	4980	490312	8535	125591	    1.17	    1.04	    3.90	   64.38	   82.46	  214.55	465288.73	1.0e-26	NZ_CP058615.1	Staphylococcus aureus strain 110900 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00215	GCF_015732455.1	4293	915700	8211	120952	    2.19	    1.93	    7.57	   65.96	   85.91	  228.22	891357.26	1.0e-26	NZ_CP061349.1	Staphylococcus aureus strain MSSA01 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
Q0003_MC00215	GCF_900474755.1	23310	31345857	1296	122530	   74.90	   95.54	  255.82	   74.90	   95.54	  255.82	31341968.62	1.0e-26	NZ_LS483324.1	Staphylococcus aureus strain NCTC10344 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0052_DADST053	GCF_013307005.1	3154	1326	4	1979	    0.05	    3.51	    0.67	    0.20	   18.07	    2.46	 1313.02	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0052_DADST053	GCF_003031425.1	7750	27125	553	123935	    1.10	    1.00	    0.22	   71.91	   71.66	   14.34	25508.30	1.0e-26	NZ_CP020467.1	Staphylococcus aureus strain CFSAN007896 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0052_DADST053	GCF_001018845.2	13502	105809	538	124602	    4.28	    3.45	    0.85	   70.55	   69.50	   13.99	104205.78	1.0e-26	NZ_CP026067.1	Staphylococcus aureus strain NRS153 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0052_DADST053	GCF_020034535.1	160	2190699	51	125689	   88.67	   89.79	   17.43	   88.67	   89.79	   17.43	2190545.02	1.0e-26	NZ_CP083259.1	Staphylococcus aureus strain HL25274 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0052_DADST091	GCF_013307005.1	3154	430	2	1979	    0.03	    7.44	    0.22	    0.09	   27.10	    0.74	  421.41	1.0e-26	NZ_CP053354.1	Staphylococcus aureus strain 16405 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0052_DADST091	GCF_003596365.3	11187	5590	324	112564	    0.34	    2.08	    0.05	    6.99	   38.49	    1.02	 4688.67	1.0e-26	NZ_CP045187.2	Staphylococcus haemolyticus strain VB19458 chromosome, complete genome	1283	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus haemolyticus	1283	Staphylococcus haemolyticus
R0052_DADST091	GCF_005706435.1	19853	105687	306	109253	    6.43	   36.91	    0.97	    7.73	   39.01	    1.16	104770.65	1.0e-26	NZ_CP035541.1	Staphylococcus haemolyticus strain PK-01 chromosome, complete genome	1283	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus haemolyticus	1283	Staphylococcus haemolyticus
R0052_DADST091	GCF_900004855.1	8116	224639	311	120348	   13.66	   25.42	    1.87	   46.37	   83.17	    6.34	223704.75	1.0e-26	NZ_LN854556.1	Staphylococcus aureus strain BB155 genome assembly, chromosome: 1	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
R0052_DADST091	GCF_004785995.1	9467	1005385	140	125602	   61.13	   56.48	    8.00	   61.13	   56.48	    8.00	1004963.69	1.0e-26	NZ_CP039156.1	Staphylococcus aureus subsp. aureus strain WCUH29 chromosome, complete genome	1280	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus	1280	Staphylococcus aureus
