"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Q0003_BC00102","Q0003_BC00104","Q0003_BC00105","Q0003_BC00106","Q0003_BC00107","Q0003_BC00108","Q0003_BC00110","Q0003_BC00111","Q0003_BC00117","Q0003_BC00118","Q0003_BC00201","Q0003_BC00211","Q0003_BC00303","Q0003_BC00304","Q0003_BC00310","Q0003_BC00406","Q0003_BC00410-2","Q0003_BC00416","Q0003_BH404","Q0003_HB00604","Q0003_MC00105","Q0003_MC00111","Q0003_MC00114-1","Q0003_MC00115-2","Q0003_MC00201","Q0003_MC00203","Q0003_MC00205","Q0003_MC00210","Q0003_MC00211","Q0003_MC00214","Q0003_MC00215","Q0003_MC00216","Q0003_MC0026","Q0003_TC00102","Q0003_TC00512","Q0003_TC00516","Q0003_TC00522","Q0003_TC00523","R0047_DABST013","R0047_DADST035","R0047_MH0081","R0047_TC0201","R0047_TH0405","R0051_BC00101","R0051_BC00115","R0051_BC00306","R0051_BH00403","R0051_DADST084","R0051_DADST088","R0051_HK2002","R0051_TC00219","R0051_TC00402","R0051_TC00505"
"aroC","","Chorismate synthase","53","53","1","1","1425","","","","569","1166","1154","Q0003_BC00102_01164","Q0003_BC00104_00700","Q0003_BC00105_00626","Q0003_BC00106_01166","Q0003_BC00107_01164","Q0003_BC00108_01016","Q0003_BC00110_01135","Q0003_BC00111_01114","Q0003_BC00117_02495","Q0003_BC00118_02465","Q0003_BC00201_00837","Q0003_BC00211_02090","Q0003_BC00303_00728","Q0003_BC00304_01039","Q0003_BC00310_01620","Q0003_BC00406_00707","Q0003_BC00410-2_00321","Q0003_BC00416_01954","Q0003_BH404_01774","Q0003_HB00604_00098","Q0003_MC00105_01477","Q0003_MC00111_01597","Q0003_MC00114-1_00131","Q0003_MC00115-2_01597","Q0003_MC00201_01510","Q0003_MC00203_01943","Q0003_MC00205_01128","Q0003_MC00210_00912","Q0003_MC00211_01641","Q0003_MC00214_00478","Q0003_MC00215_02194","Q0003_MC00216_01133","Q0003_MC0026_01941","Q0003_TC00102_00719","Q0003_TC00512_01133","Q0003_TC00516_00349","Q0003_TC00522_00098","Q0003_TC00523_00098","R0047_DABST013_01077","R0047_DADST035_00275","R0047_MH0081_01357","R0047_TC0201_01491","R0047_TH0405_02075","R0051_BC00101_02436","R0051_BC00115_01871","R0051_BC00306_00312","R0051_BH00403_02111","R0051_DADST084_00075","R0051_DADST088_00395","R0051_HK2002_01830","R0051_TC00219_00913","R0051_TC00402_00561","R0051_TC00505_00845"
"aroA","","3-phosphoshikimate 1-carboxyvinyltransferase","53","53","1","1","1428","","","","1298","1298","1298","Q0003_BC00102_01166","Q0003_BC00104_00698","Q0003_BC00105_00628","Q0003_BC00106_01168","Q0003_BC00107_01166","Q0003_BC00108_01018","Q0003_BC00110_01133","Q0003_BC00111_01112","Q0003_BC00117_02493","Q0003_BC00118_02467","Q0003_BC00201_00835","Q0003_BC00211_02088","Q0003_BC00303_00726","Q0003_BC00304_01037","Q0003_BC00310_01622","Q0003_BC00406_00705","Q0003_BC00410-2_00323","Q0003_BC00416_01952","Q0003_BH404_01772","Q0003_HB00604_00096","Q0003_MC00105_01475","Q0003_MC00111_01599","Q0003_MC00114-1_00133","Q0003_MC00115-2_01599","Q0003_MC00201_01508","Q0003_MC00203_01941","Q0003_MC00205_01126","Q0003_MC00210_00910","Q0003_MC00211_01639","Q0003_MC00214_00476","Q0003_MC00215_02196","Q0003_MC00216_01131","Q0003_MC0026_01939","Q0003_TC00102_00721","Q0003_TC00512_01131","Q0003_TC00516_00351","Q0003_TC00522_00096","Q0003_TC00523_00096","R0047_DABST013_01075","R0047_DADST035_00277","R0047_MH0081_01359","R0047_TC0201_01493","R0047_TH0405_02073","R0051_BC00101_02434","R0051_BC00115_01873","R0051_BC00306_00310","R0051_BH00403_02113","R0051_DADST084_00073","R0051_DADST088_00393","R0051_HK2002_01828","R0051_TC00219_00911","R0051_TC00402_00559","R0051_TC00505_00843"
"group_1020","","hypothetical protein","53","53","1","1","1441","","","","341","341","341","Q0003_BC00102_01179","Q0003_BC00104_00685","Q0003_BC00105_00641","Q0003_BC00106_01181","Q0003_BC00107_01179","Q0003_BC00108_01031","Q0003_BC00110_01120","Q0003_BC00111_01099","Q0003_BC00117_02480","Q0003_BC00118_02480","Q0003_BC00201_00822","Q0003_BC00211_02075","Q0003_BC00303_00713","Q0003_BC00304_01024","Q0003_BC00310_01635","Q0003_BC00406_00692","Q0003_BC00410-2_00337","Q0003_BC00416_01939","Q0003_BH404_01759","Q0003_HB00604_00083","Q0003_MC00105_01462","Q0003_MC00111_01612","Q0003_MC00114-1_00146","Q0003_MC00115-2_01612","Q0003_MC00201_01495","Q0003_MC00203_01928","Q0003_MC00205_01113","Q0003_MC00210_00897","Q0003_MC00211_01626","Q0003_MC00214_00463","Q0003_MC00215_02209","Q0003_MC00216_01118","Q0003_MC0026_01926","Q0003_TC00102_00734","Q0003_TC00512_01118","Q0003_TC00516_00364","Q0003_TC00522_00083","Q0003_TC00523_00083","R0047_DABST013_01062","R0047_DADST035_00290","R0047_MH0081_01372","R0047_TC0201_01506","R0047_TH0405_01197","R0051_BC00101_02421","R0051_BC00115_01886","R0051_BC00306_00297","R0051_BH00403_02126","R0051_DADST084_00060","R0051_DADST088_00380","R0051_HK2002_01815","R0051_TC00219_00898","R0051_TC00402_00546","R0051_TC00505_00830"
"group_1021","","hypothetical protein","53","53","1","1","1449","","","","224","332","329","Q0003_BC00102_01187","Q0003_BC00104_00677","Q0003_BC00105_00649","Q0003_BC00106_01189","Q0003_BC00107_01187","Q0003_BC00108_01039","Q0003_BC00110_01112","Q0003_BC00111_01091","Q0003_BC00117_02472","Q0003_BC00118_02488","Q0003_BC00201_00814","Q0003_BC00211_02067","Q0003_BC00303_00705","Q0003_BC00304_01016","Q0003_BC00310_01643","Q0003_BC00406_00684","Q0003_BC00410-2_00345","Q0003_BC00416_01931","Q0003_BH404_01751","Q0003_HB00604_00075","Q0003_MC00105_01454","Q0003_MC00111_01620","Q0003_MC00114-1_00154","Q0003_MC00115-2_01620","Q0003_MC00201_01487","Q0003_MC00203_01920","Q0003_MC00205_01105","Q0003_MC00210_00889","Q0003_MC00211_01618","Q0003_MC00214_00455","Q0003_MC00215_02217","Q0003_MC00216_01110","Q0003_MC0026_01918","Q0003_TC00102_00742","Q0003_TC00512_01110","Q0003_TC00516_00372","Q0003_TC00522_00075","Q0003_TC00523_00075","R0047_DABST013_01054","R0047_DADST035_00298","R0047_MH0081_01380","R0047_TC0201_01514","R0047_TH0405_01205","R0051_BC00101_02413","R0051_BC00115_01894","R0051_BC00306_00289","R0051_BH00403_02134","R0051_DADST084_00052","R0051_DADST088_00372","R0051_HK2002_02097","R0051_TC00219_00890","R0051_TC00402_00538","R0051_TC00505_00822"
"group_1023","","hypothetical protein","53","53","1","1","1466","","","","251","251","251","Q0003_BC00102_01200","Q0003_BC00104_00664","Q0003_BC00105_00662","Q0003_BC00106_01202","Q0003_BC00107_01200","Q0003_BC00108_01051","Q0003_BC00110_01100","Q0003_BC00111_01077","Q0003_BC00117_00837","Q0003_BC00118_01644","Q0003_BC00201_00801","Q0003_BC00211_02172","Q0003_BC00303_00692","Q0003_BC00304_01002","Q0003_BC00310_01714","Q0003_BC00406_00670","Q0003_BC00410-2_00358","Q0003_BC00416_01917","Q0003_BH404_01740","Q0003_HB00604_00064","Q0003_MC00105_01442","Q0003_MC00111_01655","Q0003_MC00114-1_00188","Q0003_MC00115-2_01654","Q0003_MC00201_01473","Q0003_MC00203_01020","Q0003_MC00205_01091","Q0003_MC00210_00875","Q0003_MC00211_01604","Q0003_MC00214_00441","Q0003_MC00215_02231","Q0003_MC00216_01096","Q0003_MC0026_00873","Q0003_TC00102_00756","Q0003_TC00512_01097","Q0003_TC00516_00385","Q0003_TC00522_00064","Q0003_TC00523_00064","R0047_DABST013_01040","R0047_DADST035_00310","R0047_MH0081_02256","R0047_TC0201_01984","R0047_TH0405_01216","R0051_BC00101_02150","R0051_BC00115_02638","R0051_BC00306_00278","R0051_BH00403_02148","R0051_DADST084_00039","R0051_DADST088_00359","R0051_HK2002_01618","R0051_TC00219_00877","R0051_TC00402_00524","R0051_TC00505_00807"
"group_1024","","hypothetical protein","53","53","1","1","1468","","","","437","437","437","Q0003_BC00102_01202","Q0003_BC00104_00662","Q0003_BC00105_00664","Q0003_BC00106_01204","Q0003_BC00107_01202","Q0003_BC00108_01053","Q0003_BC00110_01098","Q0003_BC00111_01075","Q0003_BC00117_00835","Q0003_BC00118_01642","Q0003_BC00201_00799","Q0003_BC00211_02174","Q0003_BC00303_00690","Q0003_BC00304_01000","Q0003_BC00310_01716","Q0003_BC00406_00668","Q0003_BC00410-2_00361","Q0003_BC00416_01915","Q0003_BH404_01738","Q0003_HB00604_00062","Q0003_MC00105_01440","Q0003_MC00111_01657","Q0003_MC00114-1_00190","Q0003_MC00115-2_01656","Q0003_MC00201_01471","Q0003_MC00203_01018","Q0003_MC00205_01089","Q0003_MC00210_00873","Q0003_MC00211_01602","Q0003_MC00214_00439","Q0003_MC00215_02233","Q0003_MC00216_01094","Q0003_MC0026_00871","Q0003_TC00102_00758","Q0003_TC00512_01095","Q0003_TC00516_00387","Q0003_TC00522_00062","Q0003_TC00523_00062","R0047_DABST013_01038","R0047_DADST035_00312","R0047_MH0081_02258","R0047_TC0201_01982","R0047_TH0405_01218","R0051_BC00101_02152","R0051_BC00115_02640","R0051_BC00306_00276","R0051_BH00403_02150","R0051_DADST084_00037","R0051_DADST088_00357","R0051_HK2002_01616","R0051_TC00219_00875","R0051_TC00402_00522","R0051_TC00505_00805"
"arlS","","Signal transduction histidine-protein kinase ArlS","53","53","1","1","1482","","","","1064","1355","1349","Q0003_BC00102_01216","Q0003_BC00104_00648","Q0003_BC00105_00677","Q0003_BC00106_01218","Q0003_BC00107_01216","Q0003_BC00108_01067","Q0003_BC00110_01084","Q0003_BC00111_01061","Q0003_BC00117_00822","Q0003_BC00118_01629","Q0003_BC00201_00785","Q0003_BC00211_02188","Q0003_BC00303_00677","Q0003_BC00304_00986","Q0003_BC00310_01371","Q0003_BC00406_00654","Q0003_BC00410-2_00375","Q0003_BC00416_01901","Q0003_BH404_02057","Q0003_HB00604_00049","Q0003_MC00105_01427","Q0003_MC00111_01671","Q0003_MC00114-1_00204","Q0003_MC00115-2_01670","Q0003_MC00201_01457","Q0003_MC00203_01004","Q0003_MC00205_01075","Q0003_MC00210_00859","Q0003_MC00211_01588","Q0003_MC00214_00425","Q0003_MC00215_02247","Q0003_MC00216_01080","Q0003_MC0026_00857","Q0003_TC00102_00772","Q0003_TC00512_01081","Q0003_TC00516_00400","Q0003_TC00522_00049","Q0003_TC00523_00049","R0047_DABST013_01024","R0047_DADST035_00326","R0047_MH0081_02271","R0047_TC0201_01968","R0047_TH0405_01231","R0051_BC00101_02166","R0051_BC00115_02302","R0051_BC00306_00263","R0051_BH00403_02164","R0051_DADST084_00024","R0051_DADST088_00344","R0051_HK2002_01602","R0051_TC00219_00861","R0051_TC00402_00508","R0051_TC00505_00792"
"group_1027","brnQ_3","Branched-chain amino acid transport system 2 carrier protein","53","53","1","1","1489","","","","755","1343","1331","Q0003_BC00102_01223","Q0003_BC00104_00641","Q0003_BC00105_00684","Q0003_BC00106_01225","Q0003_BC00107_01223","Q0003_BC00108_01074","Q0003_BC00110_01077","Q0003_BC00111_01054","Q0003_BC00117_00815","Q0003_BC00118_01622","Q0003_BC00201_00778","Q0003_BC00211_02195","Q0003_BC00303_00670","Q0003_BC00304_00979","Q0003_BC00310_01378","Q0003_BC00406_00647","Q0003_BC00410-2_00382","Q0003_BC00416_01894","Q0003_BH404_02050","Q0003_HB00604_00042","Q0003_MC00105_01420","Q0003_MC00111_01678","Q0003_MC00114-1_00211","Q0003_MC00115-2_01677","Q0003_MC00201_01450","Q0003_MC00203_00997","Q0003_MC00205_01068","Q0003_MC00210_00852","Q0003_MC00211_01581","Q0003_MC00214_00418","Q0003_MC00215_02254","Q0003_MC00216_01073","Q0003_MC0026_00850","Q0003_TC00102_00779","Q0003_TC00512_01074","Q0003_TC00516_00407","Q0003_TC00522_00042","Q0003_TC00523_00042","R0047_DABST013_01017","R0047_DADST035_00333","R0047_MH0081_02278","R0047_TC0201_02511","R0047_TH0405_02568","R0051_BC00101_02173","R0051_BC00115_02295","R0051_BC00306_00256","R0051_BH00403_02171","R0051_DADST084_00017","R0051_DADST088_00337","R0051_HK2002_01595","R0051_TC00219_00854","R0051_TC00402_00501","R0051_TC00505_00785"
"dapA","","4-hydroxy-tetrahydrodipicolinate synthase","53","53","1","1","1502","","","","887","887","887","Q0003_BC00102_01236","Q0003_BC00104_00628","Q0003_BC00105_00696","Q0003_BC00106_01238","Q0003_BC00107_01236","Q0003_BC00108_01086","Q0003_BC00110_01065","Q0003_BC00111_01042","Q0003_BC00117_00803","Q0003_BC00118_01610","Q0003_BC00201_00765","Q0003_BC00211_02207","Q0003_BC00303_00656","Q0003_BC00304_00967","Q0003_BC00310_01391","Q0003_BC00406_00635","Q0003_BC00410-2_00394","Q0003_BC00416_01882","Q0003_BH404_02038","Q0003_HB00604_00028","Q0003_MC00105_01406","Q0003_MC00111_01691","Q0003_MC00114-1_00224","Q0003_MC00115-2_01690","Q0003_MC00201_01438","Q0003_MC00203_00985","Q0003_MC00205_01056","Q0003_MC00210_00840","Q0003_MC00211_01569","Q0003_MC00214_00406","Q0003_MC00215_02266","Q0003_MC00216_01061","Q0003_MC0026_00838","Q0003_TC00102_00791","Q0003_TC00512_01061","Q0003_TC00516_00421","Q0003_TC00522_00028","Q0003_TC00523_00028","R0047_DABST013_01004","R0047_DADST035_00820","R0047_MH0081_02530","R0047_TC0201_02517","R0047_TH0405_01319","R0051_BC00101_02185","R0051_BC00115_02283","R0051_BC00306_00242","R0051_BH00403_02183","R0051_DADST084_00005","R0051_DADST088_00325","R0051_HK2002_02218","R0051_TC00219_00841","R0051_TC00402_00488","R0051_TC00505_00772"
"nikE","","Nickel import ATP-binding protein NikE","53","53","1","1","1517","","","","701","701","701","Q0003_BC00102_01251","Q0003_BC00104_00613","Q0003_BC00105_00711","Q0003_BC00106_01253","Q0003_BC00107_01251","Q0003_BC00108_01101","Q0003_BC00110_01050","Q0003_BC00111_01027","Q0003_BC00117_00788","Q0003_BC00118_02425","Q0003_BC00201_00750","Q0003_BC00211_00372","Q0003_BC00303_00641","Q0003_BC00304_00952","Q0003_BC00310_02136","Q0003_BC00406_00244","Q0003_BC00410-2_00409","Q0003_BC00416_01014","Q0003_BH404_02023","Q0003_HB00604_00013","Q0003_MC00105_01391","Q0003_MC00111_01706","Q0003_MC00114-1_02254","Q0003_MC00115-2_01705","Q0003_MC00201_01423","Q0003_MC00203_00970","Q0003_MC00205_01041","Q0003_MC00210_00825","Q0003_MC00211_00365","Q0003_MC00214_00391","Q0003_MC00215_01143","Q0003_MC00216_01046","Q0003_MC0026_00823","Q0003_TC00102_00806","Q0003_TC00512_01046","Q0003_TC00516_00436","Q0003_TC00522_00013","Q0003_TC00523_00013","R0047_DABST013_01867","R0047_DADST035_00805","R0047_MH0081_02381","R0047_TC0201_02411","R0047_TH0405_01334","R0051_BC00101_00958","R0051_BC00115_02057","R0051_BC00306_00227","R0051_BH00403_01526","R0051_DADST084_01020","R0051_DADST088_00310","R0051_HK2002_02203","R0051_TC00219_02284","R0051_TC00402_00473","R0051_TC00505_00757"
"metX","","Homoserine O-acetyltransferase","53","53","1","1","4075","","","","968","968","968","Q0003_BC00102_01315","Q0003_BC00104_01158","Q0003_BC00105_00226","Q0003_BC00106_01480","Q0003_BC00107_01477","Q0003_BC00108_00415","Q0003_BC00110_00415","Q0003_BC00111_00310","Q0003_BC00117_00170","Q0003_BC00118_00096","Q0003_BC00201_01698","Q0003_BC00211_00052","Q0003_BC00303_00319","Q0003_BC00304_00197","Q0003_BC00310_01263","Q0003_BC00406_00868","Q0003_BC00410-2_01423","Q0003_BC00416_00289","Q0003_BH404_00329","Q0003_HB00604_00542","Q0003_MC00105_01132","Q0003_MC00111_01199","Q0003_MC00114-1_00532","Q0003_MC00115-2_01199","Q0003_MC00201_00343","Q0003_MC00203_00853","Q0003_MC00205_00340","Q0003_MC00210_00197","Q0003_MC00211_00044","Q0003_MC00214_00574","Q0003_MC00215_00340","Q0003_MC00216_00311","Q0003_MC0026_00340","Q0003_TC00102_00095","Q0003_TC00512_01315","Q0003_TC00516_00544","Q0003_TC00522_00365","Q0003_TC00523_00703","R0047_DABST013_00333","R0047_DADST035_00586","R0047_MH0081_00016","R0047_TC0201_00821","R0047_TH0405_00164","R0051_BC00101_00415","R0051_BC00115_01254","R0051_BC00306_01479","R0051_BH00403_00312","R0051_DADST084_00728","R0051_DADST088_00822","R0051_HK2002_01314","R0051_TC00219_01489","R0051_TC00402_00021","R0051_TC00505_01576"
"yycI","","Two-component system WalR/WalK regulatory protein YycI","53","53","1","1","4084","","","","788","788","788","Q0003_BC00102_01326","Q0003_BC00104_01169","Q0003_BC00105_00237","Q0003_BC00106_01469","Q0003_BC00107_01466","Q0003_BC00108_00404","Q0003_BC00110_00404","Q0003_BC00111_00321","Q0003_BC00117_00159","Q0003_BC00118_00107","Q0003_BC00201_01687","Q0003_BC00211_00041","Q0003_BC00303_00330","Q0003_BC00304_00208","Q0003_BC00310_01274","Q0003_BC00406_00879","Q0003_BC00410-2_01434","Q0003_BC00416_00300","Q0003_BH404_00318","Q0003_HB00604_00553","Q0003_MC00105_01121","Q0003_MC00111_01210","Q0003_MC00114-1_00521","Q0003_MC00115-2_01210","Q0003_MC00201_00332","Q0003_MC00203_00864","Q0003_MC00205_00329","Q0003_MC00210_00208","Q0003_MC00211_00033","Q0003_MC00214_00563","Q0003_MC00215_00329","Q0003_MC00216_00322","Q0003_MC0026_00329","Q0003_TC00102_00106","Q0003_TC00512_01326","Q0003_TC00516_00555","Q0003_TC00522_00376","Q0003_TC00523_00714","R0047_DABST013_00322","R0047_DADST035_00597","R0047_MH0081_00005","R0047_TC0201_00832","R0047_TH0405_00175","R0051_BC00101_00404","R0051_BC00115_01265","R0051_BC00306_02504","R0051_BH00403_00323","R0051_DADST084_00717","R0051_DADST088_00833","R0051_HK2002_01325","R0051_TC00219_01500","R0051_TC00402_00032","R0051_TC00505_01587"
"iucC_1","","Aerobactin synthase","53","53","1","1","4211","","","","1754","1754","1754","Q0003_BC00102_01378","Q0003_BC00104_01220","Q0003_BC00105_00283","Q0003_BC00106_01417","Q0003_BC00107_01414","Q0003_BC00108_00355","Q0003_BC00110_00355","Q0003_BC00111_00367","Q0003_BC00117_00113","Q0003_BC00118_00153","Q0003_BC00201_01636","Q0003_BC00211_02554","Q0003_BC00303_00359","Q0003_BC00304_00255","Q0003_BC00310_00133","Q0003_BC00406_02398","Q0003_BC00410-2_01484","Q0003_BC00416_00347","Q0003_BH404_00651","Q0003_HB00604_00582","Q0003_MC00105_01092","Q0003_MC00111_01293","Q0003_MC00114-1_00763","Q0003_MC00115-2_01293","Q0003_MC00201_00285","Q0003_MC00203_00687","Q0003_MC00205_00282","Q0003_MC00210_00255","Q0003_MC00211_01129","Q0003_MC00214_01167","Q0003_MC00215_00282","Q0003_MC00216_00368","Q0003_MC0026_00282","Q0003_TC00102_00152","Q0003_TC00512_01378","Q0003_TC00516_00584","Q0003_TC00522_00405","Q0003_TC00523_00743","R0047_DABST013_00281","R0047_DADST035_01039","R0047_MH0081_01640","R0047_TC0201_00884","R0047_TH0405_00204","R0051_BC00101_00355","R0051_BC00115_01041","R0051_BC00306_01617","R0051_BH00403_00369","R0051_DADST084_00673","R0051_DADST088_00877","R0051_HK2002_01529","R0051_TC00219_01552","R0051_TC00402_00073","R0051_TC00505_01637"
"tetA_1","","Tetracycline resistance protein, class B","53","53","1","1","4212","","","","1172","1256","1173","Q0003_BC00102_01379","Q0003_BC00104_01221","Q0003_BC00105_00284","Q0003_BC00106_01416","Q0003_BC00107_01413","Q0003_BC00108_00354","Q0003_BC00110_00354","Q0003_BC00111_00368","Q0003_BC00117_00112","Q0003_BC00118_00154","Q0003_BC00201_01635","Q0003_BC00211_02555","Q0003_BC00303_00360","Q0003_BC00304_00256","Q0003_BC00310_00132","Q0003_BC00406_02399","Q0003_BC00410-2_01485","Q0003_BC00416_00348","Q0003_BH404_00650","Q0003_HB00604_00583","Q0003_MC00105_01091","Q0003_MC00111_01294","Q0003_MC00114-1_00762","Q0003_MC00115-2_01294","Q0003_MC00201_00284","Q0003_MC00203_00686","Q0003_MC00205_00281","Q0003_MC00210_00256","Q0003_MC00211_01130","Q0003_MC00214_01166","Q0003_MC00215_00281","Q0003_MC00216_00369","Q0003_MC0026_00281","Q0003_TC00102_00153","Q0003_TC00512_01379","Q0003_TC00516_00585","Q0003_TC00522_00406","Q0003_TC00523_00744","R0047_DABST013_00280","R0047_DADST035_01040","R0047_MH0081_01639","R0047_TC0201_00885","R0047_TH0405_00205","R0051_BC00101_00354","R0051_BC00115_01042","R0051_BC00306_01616","R0051_BH00403_00370","R0051_DADST084_00672","R0051_DADST088_00878","R0051_HK2002_01528","R0051_TC00219_01553","R0051_TC00402_00074","R0051_TC00505_01638"
"iucA_1","","N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase","53","53","1","1","4213","","","","1724","1736","1735","Q0003_BC00102_01380","Q0003_BC00104_01222","Q0003_BC00105_00285","Q0003_BC00106_01415","Q0003_BC00107_01412","Q0003_BC00108_00353","Q0003_BC00110_00353","Q0003_BC00111_00369","Q0003_BC00117_00111","Q0003_BC00118_00155","Q0003_BC00201_01634","Q0003_BC00211_02556","Q0003_BC00303_00361","Q0003_BC00304_00257","Q0003_BC00310_00131","Q0003_BC00406_02400","Q0003_BC00410-2_01486","Q0003_BC00416_00349","Q0003_BH404_00649","Q0003_HB00604_00584","Q0003_MC00105_01090","Q0003_MC00111_01295","Q0003_MC00114-1_00761","Q0003_MC00115-2_01295","Q0003_MC00201_00283","Q0003_MC00203_00685","Q0003_MC00205_00280","Q0003_MC00210_00257","Q0003_MC00211_01131","Q0003_MC00214_01165","Q0003_MC00215_00280","Q0003_MC00216_00370","Q0003_MC0026_00280","Q0003_TC00102_00154","Q0003_TC00512_01380","Q0003_TC00516_00586","Q0003_TC00522_00407","Q0003_TC00523_00745","R0047_DABST013_00279","R0047_DADST035_01041","R0047_MH0081_01638","R0047_TC0201_00886","R0047_TH0405_00206","R0051_BC00101_00353","R0051_BC00115_01043","R0051_BC00306_01615","R0051_BH00403_00371","R0051_DADST084_00671","R0051_DADST088_00879","R0051_HK2002_01527","R0051_TC00219_01554","R0051_TC00402_00075","R0051_TC00505_01639"
"phnE_2","","Phosphate-import permease protein PhnE","53","53","1","1","4239","","","","359","800","789","Q0003_BC00102_01402","Q0003_BC00104_01244","Q0003_BC00105_00306","Q0003_BC00106_01393","Q0003_BC00107_01390","Q0003_BC00108_00332","Q0003_BC00110_00332","Q0003_BC00111_00390","Q0003_BC00117_00090","Q0003_BC00118_00176","Q0003_BC00201_01612","Q0003_BC00211_00765","Q0003_BC00303_00383","Q0003_BC00304_00278","Q0003_BC00310_00109","Q0003_BC00406_00916","Q0003_BC00410-2_01510","Q0003_BC00416_00370","Q0003_BH404_00629","Q0003_HB00604_00606","Q0003_MC00105_00860","Q0003_MC00111_01320","Q0003_MC00114-1_00736","Q0003_MC00115-2_01320","Q0003_MC00201_00262","Q0003_MC00203_00664","Q0003_MC00205_00259","Q0003_MC00210_00278","Q0003_MC00211_01152","Q0003_MC00214_01144","Q0003_MC00215_00259","Q0003_MC00216_00391","Q0003_MC0026_00259","Q0003_TC00102_00175","Q0003_TC00512_01402","Q0003_TC00516_00608","Q0003_TC00522_00994","Q0003_TC00523_01088","R0047_DABST013_00256","R0047_DADST035_01062","R0047_MH0081_02611","R0047_TC0201_00784","R0047_TH0405_02631","R0051_BC00101_00332","R0051_BC00115_01064","R0051_BC00306_01678","R0051_BH00403_00392","R0051_DADST084_00649","R0051_DADST088_00901","R0051_HK2002_02560","R0051_TC00219_01576","R0051_TC00402_00098","R0051_TC00505_01661"
"cap8A_2","","Capsular polysaccharide type 8 biosynthesis protein cap8A","53","53","1","1","4249","","","","251","668","657","Q0003_BC00102_01411","Q0003_BC00104_01253","Q0003_BC00105_00314","Q0003_BC00106_01383","Q0003_BC00107_01381","Q0003_BC00108_00324","Q0003_BC00110_00324","Q0003_BC00111_00398","Q0003_BC00117_00082","Q0003_BC00118_00184","Q0003_BC00201_01602","Q0003_BC00211_00773","Q0003_BC00303_00389","Q0003_BC00304_00286","Q0003_BC00310_00100","Q0003_BC00406_00924","Q0003_BC00410-2_01522","Q0003_BC00416_00378","Q0003_BH404_00621","Q0003_HB00604_00612","Q0003_MC00105_00854","Q0003_MC00111_01331","Q0003_MC00114-1_00725","Q0003_MC00115-2_01331","Q0003_MC00201_00254","Q0003_MC00203_00656","Q0003_MC00205_00251","Q0003_MC00210_00286","Q0003_MC00211_01160","Q0003_MC00214_01136","Q0003_MC00215_00251","Q0003_MC00216_00399","Q0003_MC0026_00251","Q0003_TC00102_00183","Q0003_TC00512_01412","Q0003_TC00516_00614","Q0003_TC00522_00988","Q0003_TC00523_01094","R0047_DABST013_00247","R0047_DADST035_01072","R0047_MH0081_01072","R0047_TC0201_00775","R0047_TH0405_02160","R0051_BC00101_00324","R0051_BC00115_01072","R0051_BC00306_01672","R0051_BH00403_00400","R0051_DADST084_00641","R0051_DADST088_00909","R0051_HK2002_02533","R0051_TC00219_01586","R0051_TC00402_00107","R0051_TC00505_01671"
"czcD_1","","Cadmium, cobalt and zinc/H(+)-K(+) antiporter","53","53","1","1","4269","","","","824","1064","972","Q0003_BC00102_01430","Q0003_BC00104_01272","Q0003_BC00105_00333","Q0003_BC00106_01364","Q0003_BC00107_01362","Q0003_BC00108_00305","Q0003_BC00110_00305","Q0003_BC00111_00418","Q0003_BC00117_00063","Q0003_BC00118_00203","Q0003_BC00201_01583","Q0003_BC00211_00792","Q0003_BC00303_00408","Q0003_BC00304_00305","Q0003_BC00310_00081","Q0003_BC00406_00943","Q0003_BC00410-2_01542","Q0003_BC00416_00397","Q0003_BH404_00602","Q0003_HB00604_00631","Q0003_MC00105_00835","Q0003_MC00111_01351","Q0003_MC00114-1_00705","Q0003_MC00115-2_01351","Q0003_MC00201_00235","Q0003_MC00203_00637","Q0003_MC00205_00232","Q0003_MC00210_00305","Q0003_MC00211_01180","Q0003_MC00214_01117","Q0003_MC00215_00232","Q0003_MC00216_00419","Q0003_MC0026_00232","Q0003_TC00102_00203","Q0003_TC00512_01431","Q0003_TC00516_00633","Q0003_TC00522_00969","Q0003_TC00523_01113","R0047_DABST013_00227","R0047_DADST035_01091","R0047_MH0081_01091","R0047_TC0201_00756","R0047_TH0405_02179","R0051_BC00101_00305","R0051_BC00115_01091","R0051_BC00306_01653","R0051_BH00403_00419","R0051_DADST084_00622","R0051_DADST088_00928","R0051_HK2002_02371","R0051_TC00219_01605","R0051_TC00402_00127","R0051_TC00505_01690"
